time,channel_name,ocean_region,ges_id,channel_unit_id,channel_type,su_type,burst_frequency_offset,burst_timing_offset
7/03/2014 16:06:32.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:34.906,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,0x62 - Acknowledge User Data (R-channel),88,14780
7/03/2014 16:06:35.406,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eleven Octet User Data,88,14860
7/03/2014 16:06:35.907,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eleven Octet User Data,88,14800
7/03/2014 16:06:36.407,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eight Octet User Data,88,14820
7/03/2014 16:06:36.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x62 - Acknowledge User Data,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x71 - User Data (ISU) - RLS,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:38.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:40.907,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,0x62 - Acknowledge User Data (R-channel),87,14820
7/03/2014 16:06:41.409,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eleven Octet User Data,87,14820
7/03/2014 16:06:41.906,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eleven Octet User Data,87,14800
7/03/2014 16:06:42.406,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eight Octet User Data,87,14880
7/03/2014 16:06:42.906,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x62 - Acknowledge User Data,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x71 - User Data (ISU) - RLS,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:44.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:46.416,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,0x62 - Acknowledge User Data (R-channel),90,14840
7/03/2014 16:06:46.906,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eleven Octet User Data,86,14780
7/03/2014 16:06:47.406,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eleven Octet User Data,88,14840
7/03/2014 16:06:47.907,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eight Octet User Data,87,14800
7/03/2014 16:06:48.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x62 - Acknowledge User Data,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x71 - User Data (ISU) - RLS,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:50.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:52.906,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,0x62 - Acknowledge User Data (R-channel),87,14800
7/03/2014 16:06:53.406,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eleven Octet User Data,87,14860
7/03/2014 16:06:53.906,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eleven Octet User Data,88,14780
7/03/2014 16:06:54.407,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eight Octet User Data,88,14860
7/03/2014 16:06:54.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x62 - Acknowledge User Data,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x71 - User Data (ISU) - RLS,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.906,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.906,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.906,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.906,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.906,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.906,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:56.906,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:06:58.906,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,0x62 - Acknowledge User Data (R-channel),89,14780
7/03/2014 16:06:59.406,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eleven Octet User Data,89,14900
7/03/2014 16:06:59.906,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eleven Octet User Data,89,14780
7/03/2014 16:07:00.407,IOR-R1200-0-36D3,IOR,305,8,R-Channel RX,Eight Octet User Data,89,14860
7/03/2014 16:07:00.905,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x62 - Acknowledge User Data,null,null
7/03/2014 16:07:02.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x71 - User Data (ISU) - RLS,null,null
7/03/2014 16:07:02.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:07:02.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:07:02.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:07:02.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:07:02.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:07:02.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:07:02.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:07:02.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:07:02.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:07:02.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:07:02.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
